cycle,out_valid,out_ready,in_frame,in_pass,in_y,in_x,out_data0,out_data1,out_data2,ch_done,row_cnt,col_cnt,row_odd,col_odd,win_valid,pixel_valid,prev_we,mem_we,pool_mem_addr,prev_reg0,prev_reg1,prev_reg2,pair0,pair1,pair2,mem_rd0,mem_rd1,mem_rd2,pool_valid,pool_ready,pool_data0,pool_data1,pool_data2,pool_ch_done,out_frame,out_pass,out_py,out_px,monitor_err
508,1,1,0,0,19,14,2907,0,6645,0,19,14,1,0,0,1,1,0,7,1552,0,5924,2907,0,6645,2981,0,6473,0,1,2981,0,6645,0,,,,,0
509,1,1,0,0,19,15,2810,0,6973,0,19,15,1,1,1,1,0,0,7,2907,0,6645,2907,0,6973,2981,0,6473,1,1,2981,0,6973,0,0,0,9,7,0
510,1,1,0,0,19,16,1820,392,7496,0,19,16,1,0,0,1,1,0,8,2907,0,6645,2907,392,7496,2684,0,7313,0,1,2907,392,7496,0,,,,,0
511,1,1,0,0,19,17,1146,2905,6581,0,19,17,1,1,1,1,0,0,8,1820,392,7496,1820,2905,7496,2684,0,7313,1,1,2684,2905,7496,0,0,0,9,8,0
512,1,1,0,0,19,18,3098,3611,4388,0,19,18,1,0,0,1,1,0,9,1820,392,7496,3098,3611,7496,2290,3302,6364,0,1,3098,3611,7496,0,,,,,0
513,1,1,0,0,19,19,2128,3012,1553,0,19,19,1,1,1,1,0,0,9,3098,3611,4388,3098,3611,4388,2290,3302,6364,1,1,3098,3611,6364,0,0,0,9,9,0
514,1,1,0,0,19,20,216,2050,355,0,19,20,1,0,0,1,1,0,10,3098,3611,4388,3098,3611,4388,1081,2013,1555,0,1,3098,3611,4388,0,,,,,0
515,1,1,0,0,19,21,0,1720,0,0,19,21,1,1,1,1,0,0,10,216,2050,355,216,2050,355,1081,2013,1555,1,1,1081,2050,1555,0,0,0,9,10,0
516,1,1,0,0,19,22,0,1685,0,0,19,22,1,0,0,1,1,0,11,216,2050,355,216,2050,355,0,1702,0,0,1,216,2050,355,0,,,,,0
517,1,1,0,0,19,23,0,1681,0,0,19,23,1,1,1,1,0,0,11,0,1685,0,0,1685,0,0,1702,0,1,1,0,1702,0,0,0,0,9,11,0
518,1,1,0,0,19,24,0,1681,0,0,19,24,1,0,0,1,1,0,12,0,1685,0,0,1685,0,0,1681,0,0,1,0,1685,0,0,,,,,0
519,1,1,0,0,19,25,0,1681,0,0,19,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,9,12,0
520,1,1,0,0,20,0,0,1681,0,0,20,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
521,1,1,0,0,20,1,0,1681,0,0,20,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
522,1,1,0,0,20,2,0,1681,0,0,20,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
523,1,1,0,0,20,3,0,1720,1,0,20,3,0,1,0,1,0,1,1,0,1681,0,0,1720,1,0,1681,0,0,1,0,1720,1,0,,,,,0
524,1,1,0,0,20,4,0,1956,321,0,20,4,0,0,0,1,1,0,2,0,1681,0,0,1956,321,2388,1075,213,0,1,2388,1956,321,0,,,,,0
525,1,1,0,0,20,5,2493,2403,1915,0,20,5,0,1,0,1,0,1,2,0,1956,321,2493,2403,1915,2388,1075,213,0,1,2493,2403,1915,0,,,,,0
526,1,1,0,0,20,6,5030,2293,3278,0,20,6,0,0,0,1,1,0,3,0,1956,321,5030,2293,3278,3023,0,5059,0,1,5030,2293,5059,0,,,,,0
527,1,1,0,0,20,7,6141,0,4982,0,20,7,0,1,0,1,0,1,3,5030,2293,3278,6141,2293,4982,3023,0,5059,0,1,6141,2293,5059,0,,,,,0
528,1,1,0,0,20,8,4195,0,4938,0,20,8,0,0,0,1,1,0,4,5030,2293,3278,5030,2293,4938,891,0,6139,0,1,5030,2293,6139,0,,,,,0
529,1,1,0,0,20,9,1720,0,4428,0,20,9,0,1,0,1,0,1,4,4195,0,4938,4195,0,4938,891,0,6139,0,1,4195,0,6139,0,,,,,0
530,1,1,0,0,20,10,302,0,4830,0,20,10,0,0,0,1,1,0,5,4195,0,4938,4195,0,4938,2447,0,3071,0,1,4195,0,4938,0,,,,,0
531,1,1,0,0,20,11,914,0,5793,0,20,11,0,1,0,1,0,1,5,302,0,4830,914,0,5793,2447,0,3071,0,1,2447,0,5793,0,,,,,0
532,1,1,0,0,20,12,2661,0,6351,0,20,12,0,0,0,1,1,0,6,302,0,4830,2661,0,6351,2640,0,6268,0,1,2661,0,6351,0,,,,,0
533,1,1,0,0,20,13,2954,0,6480,0,20,13,0,1,0,1,0,1,6,2661,0,6351,2954,0,6480,2640,0,6268,0,1,2954,0,6480,0,,,,,0
534,1,1,0,0,20,14,2155,0,6960,0,20,14,0,0,0,1,1,0,7,2661,0,6351,2661,0,6960,2981,0,6473,0,1,2981,0,6960,0,,,,,0
535,1,1,0,0,20,15,1617,0,7272,0,20,15,0,1,0,1,0,1,7,2155,0,6960,2155,0,7272,2981,0,6473,0,1,2981,0,7272,0,,,,,0
536,1,1,0,0,20,16,1013,1818,6352,0,20,16,0,0,0,1,1,0,8,2155,0,6960,2155,1818,6960,2684,0,7313,0,1,2684,1818,7313,0,,,,,0
537,1,1,0,0,20,17,1864,1989,3994,0,20,17,0,1,0,1,0,1,8,1013,1818,6352,1864,1989,6352,2684,0,7313,0,1,2684,1989,7313,0,,,,,0
538,1,1,0,0,20,18,1392,2334,1114,0,20,18,0,0,0,1,1,0,9,1013,1818,6352,1392,2334,6352,2290,3302,6364,0,1,2290,3302,6364,0,,,,,0
539,1,1,0,0,20,19,0,1886,138,0,20,19,0,1,0,1,0,1,9,1392,2334,1114,1392,2334,1114,2290,3302,6364,0,1,2290,3302,6364,0,,,,,0
540,1,1,0,0,20,20,0,1716,0,0,20,20,0,0,0,1,1,0,10,1392,2334,1114,1392,2334,1114,1081,2013,1555,0,1,1392,2334,1555,0,,,,,0
541,1,1,0,0,20,21,0,1681,0,0,20,21,0,1,0,1,0,1,10,0,1716,0,0,1716,0,1081,2013,1555,0,1,1081,2013,1555,0,,,,,0
542,1,1,0,0,20,22,0,1681,0,0,20,22,0,0,0,1,1,0,11,0,1716,0,0,1716,0,0,1702,0,0,1,0,1716,0,0,,,,,0
543,1,1,0,0,20,23,0,1681,0,0,20,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,1702,0,0,1,0,1702,0,0,,,,,0
544,1,1,0,0,20,24,0,1681,0,0,20,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
545,1,1,0,0,20,25,0,1681,0,0,20,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
546,1,1,0,0,21,0,0,1681,0,0,21,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
547,1,1,0,0,21,1,0,1681,0,0,21,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,10,0,0
548,1,1,0,0,21,2,0,1681,0,0,21,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1720,1,0,1,0,1720,1,0,,,,,0
549,1,1,0,0,21,3,0,1701,0,0,21,3,1,1,1,1,0,0,1,0,1681,0,0,1701,0,0,1720,1,1,1,0,1720,1,0,0,0,10,1,0
550,1,1,0,0,21,4,0,1891,183,0,21,4,1,0,0,1,1,0,2,0,1681,0,0,1891,183,2493,2403,1915,0,1,2493,2403,1915,0,,,,,0
551,1,1,0,0,21,5,937,3056,1659,0,21,5,1,1,1,1,0,0,2,0,1891,183,937,3056,1659,2493,2403,1915,1,1,2493,3056,1915,0,0,0,10,2,0
552,1,1,0,0,21,6,3926,4240,3061,0,21,6,1,0,0,1,1,0,3,0,1891,183,3926,4240,3061,6141,2293,4982,0,1,6141,4240,4982,0,,,,,0
553,1,1,0,0,21,7,7137,2079,4170,0,21,7,1,1,1,1,0,0,3,3926,4240,3061,7137,4240,4170,6141,2293,4982,1,1,7137,4240,4982,0,0,0,10,3,0
554,1,1,0,0,21,8,6199,0,5000,0,21,8,1,0,0,1,1,0,4,3926,4240,3061,6199,4240,5000,4195,0,4938,0,1,6199,4240,5000,0,,,,,0
555,1,1,0,0,21,9,3727,0,6020,0,21,9,1,1,1,1,0,0,4,6199,0,5000,6199,0,6020,4195,0,4938,1,1,6199,0,6020,0,0,0,10,4,0
556,1,1,0,0,21,10,2814,0,6236,0,21,10,1,0,0,1,1,0,5,6199,0,5000,6199,0,6236,914,0,5793,0,1,6199,0,6236,0,,,,,0
557,1,1,0,0,21,11,2849,0,6415,0,21,11,1,1,1,1,0,0,5,2814,0,6236,2849,0,6415,914,0,5793,1,1,2849,0,6415,0,0,0,10,5,0
558,1,1,0,0,21,12,3032,0,6615,0,21,12,1,0,0,1,1,0,6,2814,0,6236,3032,0,6615,2954,0,6480,0,1,3032,0,6615,0,,,,,0
559,1,1,0,0,21,13,2887,0,7171,0,21,13,1,1,1,1,0,0,6,3032,0,6615,3032,0,7171,2954,0,6480,1,1,3032,0,7171,0,0,0,10,6,0
560,1,1,0,0,21,14,1944,846,7221,0,21,14,1,0,0,1,1,0,7,3032,0,6615,3032,846,7221,2155,0,7272,0,1,3032,846,7272,0,,,,,0
561,1,1,0,0,21,15,2640,3175,6257,0,21,15,1,1,1,1,0,0,7,1944,846,7221,2640,3175,7221,2155,0,7272,1,1,2640,3175,7272,0,0,0,10,7,0
562,1,1,0,0,21,16,2351,3374,3583,0,21,16,1,0,0,1,1,0,8,1944,846,7221,2351,3374,7221,1864,1989,6352,0,1,2351,3374,7221,0,,,,,0
563,1,1,0,0,21,17,1094,1998,1506,0,21,17,1,1,1,1,0,0,8,2351,3374,3583,2351,3374,3583,1864,1989,6352,1,1,2351,3374,6352,0,0,0,10,8,0
564,1,1,0,0,21,18,0,1767,138,0,21,18,1,0,0,1,1,0,9,2351,3374,3583,2351,3374,3583,1392,2334,1114,0,1,2351,3374,3583,0,,,,,0
565,1,1,0,0,21,19,0,1685,0,0,21,19,1,1,1,1,0,0,9,0,1767,138,0,1767,138,1392,2334,1114,1,1,1392,2334,1114,0,0,0,10,9,0
566,1,1,0,0,21,20,0,1681,0,0,21,20,1,0,0,1,1,0,10,0,1767,138,0,1767,138,0,1716,0,0,1,0,1767,138,0,,,,,0
567,1,1,0,0,21,21,0,1681,0,0,21,21,1,1,1,1,0,0,10,0,1681,0,0,1681,0,0,1716,0,1,1,0,1716,0,0,0,0,10,10,0
568,1,1,0,0,21,22,0,1681,0,0,21,22,1,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
569,1,1,0,0,21,23,0,1681,0,0,21,23,1,1,1,1,0,0,11,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,10,11,0
570,1,1,0,0,21,24,0,1681,0,0,21,24,1,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
571,1,1,0,0,21,25,0,1681,0,0,21,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,10,12,0
572,1,1,0,0,22,0,0,1681,0,0,22,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
573,1,1,0,0,22,1,0,1681,0,0,22,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
574,1,1,0,0,22,2,0,1681,0,0,22,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1720,1,0,1,0,1720,1,0,,,,,0
575,1,1,0,0,22,3,0,1681,0,0,22,3,0,1,0,1,0,1,1,0,1681,0,0,1681,0,0,1720,1,0,1,0,1720,1,0,,,,,0
576,1,1,0,0,22,4,0,1750,28,0,22,4,0,0,0,1,1,0,2,0,1681,0,0,1750,28,2493,2403,1915,0,1,2493,2403,1915,0,,,,,0
577,1,1,0,0,22,5,0,2641,979,0,22,5,0,1,0,1,0,1,2,0,1750,28,0,2641,979,2493,2403,1915,0,1,2493,2641,1915,0,,,,,0
578,1,1,0,0,22,6,1415,4261,2526,0,22,6,0,0,0,1,1,0,3,0,1750,28,1415,4261,2526,6141,2293,4982,0,1,6141,4261,4982,0,,,,,0
579,1,1,0,0,22,7,5957,5542,4133,0,22,7,0,1,0,1,0,1,3,1415,4261,2526,5957,5542,4133,6141,2293,4982,0,1,6141,5542,4982,0,,,,,0
580,1,1,0,0,22,8,7765,5277,4760,0,22,8,0,0,0,1,1,0,4,1415,4261,2526,7765,5277,4760,4195,0,4938,0,1,7765,5277,4938,0,,,,,0
581,1,1,0,0,22,9,7263,2966,6101,0,22,9,0,1,0,1,0,1,4,7765,5277,4760,7765,5277,6101,4195,0,4938,0,1,7765,5277,6101,0,,,,,0
582,1,1,0,0,22,10,5828,1405,6644,0,22,10,0,0,0,1,1,0,5,7765,5277,4760,7765,5277,6644,914,0,5793,0,1,7765,5277,6644,0,,,,,0
583,1,1,0,0,22,11,5436,1423,6803,0,22,11,0,1,0,1,0,1,5,5828,1405,6644,5828,1423,6803,914,0,5793,0,1,5828,1423,6803,0,,,,,0
584,1,1,0,0,22,12,4978,2234,7040,0,22,12,0,0,0,1,1,0,6,5828,1405,6644,5828,2234,7040,2954,0,6480,0,1,5828,2234,7040,0,,,,,0
585,1,1,0,0,22,13,3551,4109,7208,0,22,13,0,1,0,1,0,1,6,4978,2234,7040,4978,4109,7208,2954,0,6480,0,1,4978,4109,7208,0,,,,,0
586,1,1,0,0,22,14,3086,4652,6202,0,22,14,0,0,0,1,1,0,7,4978,2234,7040,4978,4652,7040,2155,0,7272,0,1,4978,4652,7272,0,,,,,0
587,1,1,0,0,22,15,3704,4244,3998,0,22,15,0,1,0,1,0,1,7,3086,4652,6202,3704,4652,6202,2155,0,7272,0,1,3704,4652,7272,0,,,,,0
588,1,1,0,0,22,16,2161,3042,1545,0,22,16,0,0,0,1,1,0,8,3086,4652,6202,3086,4652,6202,1864,1989,6352,0,1,3086,4652,6352,0,,,,,0
589,1,1,0,0,22,17,232,2055,345,0,22,17,0,1,0,1,0,1,8,2161,3042,1545,2161,3042,1545,1864,1989,6352,0,1,2161,3042,6352,0,,,,,0
590,1,1,0,0,22,18,0,1716,0,0,22,18,0,0,0,1,1,0,9,2161,3042,1545,2161,3042,1545,1392,2334,1114,0,1,2161,3042,1545,0,,,,,0
591,1,1,0,0,22,19,0,1681,0,0,22,19,0,1,0,1,0,1,9,0,1716,0,0,1716,0,1392,2334,1114,0,1,1392,2334,1114,0,,,,,0
592,1,1,0,0,22,20,0,1681,0,0,22,20,0,0,0,1,1,0,10,0,1716,0,0,1716,0,0,1716,0,0,1,0,1716,0,0,,,,,0
593,1,1,0,0,22,21,0,1681,0,0,22,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,1716,0,0,1,0,1716,0,0,,,,,0
594,1,1,0,0,22,22,0,1681,0,0,22,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
595,1,1,0,0,22,23,0,1681,0,0,22,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
596,1,1,0,0,22,24,0,1681,0,0,22,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
597,1,1,0,0,22,25,0,1681,0,0,22,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
598,1,1,0,0,23,0,0,1681,0,0,23,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
599,1,1,0,0,23,1,0,1681,0,0,23,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,11,0,0
600,1,1,0,0,23,2,0,1681,0,0,23,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
601,1,1,0,0,23,3,0,1681,0,0,23,3,1,1,1,1,0,0,1,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,11,1,0
602,1,1,0,0,23,4,0,1681,0,0,23,4,1,0,0,1,1,0,2,0,1681,0,0,1681,0,0,2641,979,0,1,0,2641,979,0,,,,,0
603,1,1,0,0,23,5,0,1895,177,0,23,5,1,1,1,1,0,0,2,0,1681,0,0,1895,177,0,2641,979,1,1,0,2641,979,0,0,0,11,2,0
604,1,1,0,0,23,6,0,2636,929,0,23,6,1,0,0,1,1,0,3,0,1681,0,0,2636,929,5957,5542,4133,0,1,5957,5542,4133,0,,,,,0
605,1,1,0,0,23,7,919,4343,2731,0,23,7,1,1,1,1,0,0,3,0,2636,929,919,4343,2731,5957,5542,4133,1,1,5957,5542,4133,0,0,0,11,3,0
606,1,1,0,0,23,8,4420,5759,4255,0,23,8,1,0,0,1,1,0,4,0,2636,929,4420,5759,4255,7765,5277,6101,0,1,7765,5759,6101,0,,,,,0
607,1,1,0,0,23,9,6338,6303,5121,0,23,9,1,1,1,1,0,0,4,4420,5759,4255,6338,6303,5121,7765,5277,6101,1,1,7765,6303,6101,0,0,0,11,4,0
608,1,1,0,0,23,10,6206,5679,5913,0,23,10,1,0,0,1,1,0,5,4420,5759,4255,6206,5759,5913,5828,1423,6803,0,1,6206,5759,6803,0,,,,,0
609,1,1,0,0,23,11,5833,5594,5985,0,23,11,1,1,1,1,0,0,5,6206,5679,5913,6206,5679,5985,5828,1423,6803,1,1,6206,5679,6803,0,0,0,11,5,0
610,1,1,0,0,23,12,5105,5493,5793,0,23,12,1,0,0,1,1,0,6,6206,5679,5913,6206,5679,5913,4978,4109,7208,0,1,6206,5679,7208,0,,,,,0
611,1,1,0,0,23,13,3724,4795,4664,0,23,13,1,1,1,1,0,0,6,5105,5493,5793,5105,5493,5793,4978,4109,7208,1,1,5105,5493,7208,0,0,0,11,6,0
612,1,1,0,0,23,14,2908,3198,2694,0,23,14,1,0,0,1,1,0,7,5105,5493,5793,5105,5493,5793,3704,4652,6202,0,1,5105,5493,6202,0,,,,,0
613,1,1,0,0,23,15,1060,2448,751,0,23,15,1,1,1,1,0,0,7,2908,3198,2694,2908,3198,2694,3704,4652,6202,1,1,3704,4652,6202,0,0,0,11,7,0
614,1,1,0,0,23,16,0,1876,115,0,23,16,1,0,0,1,1,0,8,2908,3198,2694,2908,3198,2694,2161,3042,1545,0,1,2908,3198,2694,0,,,,,0
615,1,1,0,0,23,17,0,1712,0,0,23,17,1,1,1,1,0,0,8,0,1876,115,0,1876,115,2161,3042,1545,1,1,2161,3042,1545,0,0,0,11,8,0
616,1,1,0,0,23,18,0,1681,0,0,23,18,1,0,0,1,1,0,9,0,1876,115,0,1876,115,0,1716,0,0,1,0,1876,115,0,,,,,0
617,1,1,0,0,23,19,0,1681,0,0,23,19,1,1,1,1,0,0,9,0,1681,0,0,1681,0,0,1716,0,1,1,0,1716,0,0,0,0,11,9,0
618,1,1,0,0,23,20,0,1681,0,0,23,20,1,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
619,1,1,0,0,23,21,0,1681,0,0,23,21,1,1,1,1,0,0,10,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,11,10,0
620,1,1,0,0,23,22,0,1681,0,0,23,22,1,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
621,1,1,0,0,23,23,0,1681,0,0,23,23,1,1,1,1,0,0,11,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,11,11,0
622,1,1,0,0,23,24,0,1681,0,0,23,24,1,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
623,1,1,0,0,23,25,0,1681,0,0,23,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,11,12,0
624,1,1,0,0,24,0,0,1681,0,0,24,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
625,1,1,0,0,24,1,0,1681,0,0,24,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
626,1,1,0,0,24,2,0,1681,0,0,24,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
627,1,1,0,0,24,3,0,1681,0,0,24,3,0,1,0,1,0,1,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
628,1,1,0,0,24,4,0,1681,0,0,24,4,0,0,0,1,1,0,2,0,1681,0,0,1681,0,0,2641,979,0,1,0,2641,979,0,,,,,0
629,1,1,0,0,24,5,0,1691,0,0,24,5,0,1,0,1,0,1,2,0,1681,0,0,1691,0,0,2641,979,0,1,0,2641,979,0,,,,,0
630,1,1,0,0,24,6,0,1758,37,0,24,6,0,0,0,1,1,0,3,0,1681,0,0,1758,37,5957,5542,4133,0,1,5957,5542,4133,0,,,,,0
631,1,1,0,0,24,7,0,2190,488,0,24,7,0,1,0,1,0,1,3,0,1758,37,0,2190,488,5957,5542,4133,0,1,5957,5542,4133,0,,,,,0
632,1,1,0,0,24,8,0,3275,1524,0,24,8,0,0,0,1,1,0,4,0,1758,37,0,3275,1524,7765,5277,6101,0,1,7765,5277,6101,0,,,,,0
633,1,1,0,0,24,9,1312,4284,2335,0,24,9,0,1,0,1,0,1,4,0,3275,1524,1312,4284,2335,7765,5277,6101,0,1,7765,5277,6101,0,,,,,0
634,1,1,0,0,24,10,2390,4554,2825,0,24,10,0,0,0,1,1,0,5,0,3275,1524,2390,4554,2825,5828,1423,6803,0,1,5828,4554,6803,0,,,,,0
635,1,1,0,0,24,11,2460,4447,2772,0,24,11,0,1,0,1,0,1,5,2390,4554,2825,2460,4554,2825,5828,1423,6803,0,1,5828,4554,6803,0,,,,,0
636,1,1,0,0,24,12,2107,3943,2299,0,24,12,0,0,0,1,1,0,6,2390,4554,2825,2390,4554,2825,4978,4109,7208,0,1,4978,4554,7208,0,,,,,0
637,1,1,0,0,24,13,1155,2856,1254,0,24,13,0,1,0,1,0,1,6,2107,3943,2299,2107,3943,2299,4978,4109,7208,0,1,4978,4109,7208,0,,,,,0
638,1,1,0,0,24,14,0,1945,422,0,24,14,0,0,0,1,1,0,7,2107,3943,2299,2107,3943,2299,3704,4652,6202,0,1,3704,4652,6202,0,,,,,0
639,1,1,0,0,24,15,0,1713,0,0,24,15,0,1,0,1,0,1,7,0,1945,422,0,1945,422,3704,4652,6202,0,1,3704,4652,6202,0,,,,,0
640,1,1,0,0,24,16,0,1681,0,0,24,16,0,0,0,1,1,0,8,0,1945,422,0,1945,422,2161,3042,1545,0,1,2161,3042,1545,0,,,,,0
641,1,1,0,0,24,17,0,1681,0,0,24,17,0,1,0,1,0,1,8,0,1681,0,0,1681,0,2161,3042,1545,0,1,2161,3042,1545,0,,,,,0
642,1,1,0,0,24,18,0,1681,0,0,24,18,0,0,0,1,1,0,9,0,1681,0,0,1681,0,0,1716,0,0,1,0,1716,0,0,,,,,0
643,1,1,0,0,24,19,0,1681,0,0,24,19,0,1,0,1,0,1,9,0,1681,0,0,1681,0,0,1716,0,0,1,0,1716,0,0,,,,,0
644,1,1,0,0,24,20,0,1681,0,0,24,20,0,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
645,1,1,0,0,24,21,0,1681,0,0,24,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
646,1,1,0,0,24,22,0,1681,0,0,24,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
647,1,1,0,0,24,23,0,1681,0,0,24,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
648,1,1,0,0,24,24,0,1681,0,0,24,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
649,1,1,0,0,24,25,0,1681,0,0,24,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
650,1,1,0,0,25,0,0,1681,0,0,25,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
651,1,1,0,0,25,1,0,1681,0,0,25,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,12,0,0
652,1,1,0,0,25,2,0,1681,0,0,25,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
653,1,1,0,0,25,3,0,1681,0,0,25,3,1,1,1,1,0,0,1,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,12,1,0
654,1,1,0,0,25,4,0,1681,0,0,25,4,1,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1691,0,0,1,0,1691,0,0,,,,,0
655,1,1,0,0,25,5,0,1681,0,0,25,5,1,1,1,1,0,0,2,0,1681,0,0,1681,0,0,1691,0,1,1,0,1691,0,0,0,0,12,2,0
656,1,1,0,0,25,6,0,1681,0,0,25,6,1,0,0,1,1,0,3,0,1681,0,0,1681,0,0,2190,488,0,1,0,2190,488,0,,,,,0
657,1,1,0,0,25,7,0,1759,38,0,25,7,1,1,1,1,0,0,3,0,1681,0,0,1759,38,0,2190,488,1,1,0,2190,488,0,0,0,12,3,0
658,1,1,0,0,25,8,0,2062,346,0,25,8,1,0,0,1,1,0,4,0,1681,0,0,2062,346,1312,4284,2335,0,1,1312,4284,2335,0,,,,,0
659,1,1,0,0,25,9,0,2347,629,0,25,9,1,1,1,1,0,0,4,0,2062,346,0,2347,629,1312,4284,2335,1,1,1312,4284,2335,0,0,0,12,4,0
660,1,1,0,0,25,10,0,2482,735,0,25,10,1,0,0,1,1,0,5,0,2062,346,0,2482,735,2460,4554,2825,0,1,2460,4554,2825,0,,,,,0
661,1,1,0,0,25,11,0,2452,699,0,25,11,1,1,1,1,0,0,5,0,2482,735,0,2482,735,2460,4554,2825,1,1,2460,4554,2825,0,0,0,12,5,0
662,1,1,0,0,25,12,0,2292,536,0,25,12,1,0,0,1,1,0,6,0,2482,735,0,2482,735,2107,3943,2299,0,1,2107,3943,2299,0,,,,,0
663,1,1,0,0,25,13,0,1985,229,0,25,13,1,1,1,1,0,0,6,0,2292,536,0,2292,536,2107,3943,2299,1,1,2107,3943,2299,0,0,0,12,6,0
664,1,1,0,0,25,14,0,1766,19,0,25,14,1,0,0,1,1,0,7,0,2292,536,0,2292,536,0,1945,422,0,1,0,2292,536,0,,,,,0
665,1,1,0,0,25,15,0,1685,0,0,25,15,1,1,1,1,0,0,7,0,1766,19,0,1766,19,0,1945,422,1,1,0,1945,422,0,0,0,12,7,0
666,1,1,0,0,25,16,0,1681,0,0,25,16,1,0,0,1,1,0,8,0,1766,19,0,1766,19,0,1681,0,0,1,0,1766,19,0,,,,,0
667,1,1,0,0,25,17,0,1681,0,0,25,17,1,1,1,1,0,0,8,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,0,0,12,8,0
